moedict-webkit,萌典網站,2013-01-31T18:00:44Z,2022-09-29T15:40:16Z,2022-09-27T04:40:53Z,168789,528,528,Objective-C,95,95,116
moedict.tw,"Static API serving for moedict",2013-02-06T17:00:07Z,2022-09-21T06:04:03Z,2014-12-19T08:27:11Z,62409,47,47,Perl,6,6,1
moedict-data,"教育部重編國語辭典 資料檔; 若有建議或 bug 請在 moedict-process 反應",2013-02-06T17:28:04Z,2022-06-24T15:54:37Z,2019-02-19T02:53:00Z,164674,114,114,,23,23,0
twlaw,"Organize Taiwan laws",2013-02-08T04:39:45Z,2022-05-17T03:09:22Z,2020-04-24T21:34:39Z,16972,12,12,LiveScript,6,6,3
twstat,"Taiwan National Statistics Data",2013-02-08T08:43:50Z,2021-05-06T07:46:29Z,2016-10-15T07:34:47Z,15420,7,7,Groff,12,12,2
encoding-mashup-server,"A system to help users find the correct Unicode or the CNS 11643 encoding for Han characters found as pictures (due to the limitation of Big-5) in many dictionaries published by the Ministry of Education (Taiwan)",2013-02-09T07:08:40Z,2021-12-26T18:55:40Z,2013-05-14T17:49:04Z,1676,1,1,JavaScript,0,0,5
liquid_feedback_core,"mirror of http://www.public-software-group.org/mercurial/liquid_feedback_core",2013-02-13T16:35:02Z,2018-01-04T12:16:44Z,2013-06-18T02:57:14Z,3371,2,2,C,3,3,0
liquid_feedback_frontend,"mirror of http://www.public-software-group.org/mercurial/liquid_feedback_frontend",2013-02-13T16:41:07Z,2014-01-06T22:53:05Z,2013-06-18T09:44:39Z,14834,5,5,Lua,3,3,0
codeforwelfare,codeforwelfare,2013-03-22T16:56:35Z,2013-11-07T08:02:59Z,2013-04-02T14:03:28Z,1052,1,1,JavaScript,0,0,0
22k,"揭露22K Full Site source code",2013-03-23T07:25:00Z,2013-11-07T08:03:49Z,2013-03-31T07:51:26Z,717,2,2,PHP,1,1,2
listening_api,,2013-03-23T07:41:16Z,2015-01-09T11:00:31Z,2013-08-01T17:01:14Z,376,1,1,Ruby,1,1,1
g0vkeyword,,2013-03-23T09:22:38Z,2014-06-16T17:06:23Z,2013-03-23T10:00:54Z,824,1,1,JavaScript,0,0,0
esmoe,,2013-03-25T22:58:45Z,2019-04-25T17:58:19Z,2013-04-12T08:37:13Z,136,12,12,Perl,1,1,1
laweasyread,"API for Taiwan Law",2013-03-26T13:44:59Z,2022-07-28T12:08:36Z,2013-12-09T08:08:08Z,1056,16,16,JavaScript,2,2,10
laweasyread-data,,2013-03-28T14:33:52Z,2018-04-15T06:25:24Z,2014-03-27T17:36:07Z,106502,2,2,LiveScript,2,2,4
moedict-data-twblg,"臺灣閩南語常用詞辭典 資料檔",2013-03-29T10:24:49Z,2022-09-06T12:47:13Z,2022-07-07T00:46:58Z,22065,61,61,Perl,25,25,20
esly,"Some play to index parsed ly gazette in ES",2013-03-30T14:29:22Z,2014-09-09T09:34:24Z,2013-03-30T14:29:42Z,148,1,1,Perl,0,0,0
hack.g0v.tw,"organize gdoc and hackpad for hackathons",2013-04-01T10:14:54Z,2022-08-17T02:56:59Z,2019-10-20T08:18:08Z,4091,50,50,HTML,27,27,46
listening_test,,2013-04-03T08:49:14Z,2013-11-07T08:02:32Z,2013-04-16T12:10:27Z,3388,0,0,JavaScript,1,1,0
ly-crx,"Chrome extension for ly.gov.tw site improvements from ly.g0v.tw",2013-04-09T16:12:33Z,2013-10-29T11:22:50Z,2013-08-10T06:37:30Z,160,0,0,LiveScript,0,0,3
p0st-data,"post.gov.tw data processing",2013-04-11T06:04:14Z,2019-02-28T06:42:18Z,2013-08-11T07:53:21Z,1132,4,4,Perl,0,0,1
twhgis,"historical geographic inforamtion data for Taiwan",2013-04-27T13:37:18Z,2015-04-20T13:51:21Z,2015-04-20T13:51:21Z,2055,6,6,LiveScript,1,1,5
zh-stroke-data,"常用國字標準字體筆劃 XML 資料檔",2013-04-29T10:42:41Z,2022-09-19T15:47:50Z,2017-08-01T09:08:49Z,158276,24,24,JavaScript,7,7,6
TWLegislativeYuanData,台灣立法院資料,2013-04-30T17:40:26Z,2014-01-05T13:46:31Z,2013-05-01T05:09:43Z,415,1,1,PHP,1,1,0
lfapi,"mirror of http://www.public-software-group.org/mercurial/lfapi",2013-05-15T03:16:48Z,2013-11-07T07:58:54Z,2013-05-15T03:17:21Z,296,1,1,JavaScript,1,1,0
gcaa-legislator-vs-nuke-ui-design,2013-gcaa-立委議題傾向,2013-05-19T05:20:13Z,2013-11-07T07:55:54Z,2013-06-02T17:04:09Z,6730,0,0,JavaScript,2,2,1
kuansim,"鄉民關心你 - 事件追蹤分析系統",2013-05-20T02:53:46Z,2019-09-18T11:16:06Z,2013-10-10T08:46:05Z,319,30,30,Ruby,9,9,22
moedict-app,"Stand-alone MoeDict app snapshot",2013-05-23T12:40:49Z,2020-11-05T00:14:11Z,2020-11-05T00:14:08Z,334618,28,28,Java,5,5,7
g0v-paradise,"vagrant settings for g0v box",2013-05-25T17:19:55Z,2013-11-07T07:46:23Z,2013-06-18T16:02:14Z,4472,1,1,,0,0,0
TW-ERROR-451-PAGE,"台灣HTTP 451 ERROR 抗議財智局頁面",2013-05-29T03:14:24Z,2016-09-22T09:01:16Z,2013-05-29T04:29:11Z,108,6,6,,3,3,0
stop-taiwan-sopa,,2013-06-02T17:47:24Z,2013-11-07T07:55:19Z,2013-06-03T03:47:04Z,425,5,5,Ruby,1,1,1
kitchen,"chef kitchen",2013-06-06T12:20:28Z,2013-11-07T07:35:23Z,2013-08-19T17:10:30Z,62,0,0,Ruby,0,0,0
roadpin,"g0v 路見不平專案",2013-06-08T03:33:15Z,2018-12-25T11:14:22Z,2014-06-21T08:17:00Z,31516,10,10,Python,5,5,12
ww-simulation,"The simulation of g0v graph server",2013-06-08T05:11:14Z,2013-09-30T01:46:41Z,2013-06-08T08:49:19Z,152,5,5,JavaScript,0,0,1
moedict-data-hakka,"臺灣客家語常用詞辭典 資料檔",2013-06-08T05:37:07Z,2022-09-16T01:52:51Z,2019-09-09T03:19:21Z,11895,22,22,LiveScript,6,6,6
news-diff,"A news crawler, parser and diff engine",2013-06-08T05:48:43Z,2022-09-29T04:36:51Z,2016-03-10T01:56:51Z,135,23,23,Python,7,7,3
worldwonder,"World wonder !",2013-06-08T13:27:59Z,2013-11-07T07:54:29Z,2013-06-08T15:36:15Z,104,0,0,,0,0,0
addressbook.parser,"Taiwan government addressbook parser",2013-06-13T17:53:18Z,2019-03-06T01:42:04Z,2014-03-24T17:41:19Z,2174,16,16,Python,3,3,0
kuansim-mockdata,mockdata_generator,2013-06-20T17:30:44Z,2019-03-14T20:05:12Z,2013-10-20T09:28:36Z,8244,3,3,Haskell,0,0,0
Logbot,"Simple IRC logger with realtime web-based viewer",2013-06-24T01:36:36Z,2021-10-15T06:48:58Z,2019-05-18T07:40:23Z,799,61,61,JavaScript,22,22,11
lfrest,"Reimplementation of lfapi with pgrest",2013-06-24T10:11:28Z,2019-12-01T19:40:31Z,2013-08-18T14:52:24Z,144,2,2,LiveScript,0,0,1
pirate_feedback_ui_redesign,,2013-06-26T14:03:58Z,2013-11-07T07:46:33Z,2013-06-30T11:24:02Z,416,1,1,Ruby,0,0,1
issue-aspect,為以後政府特定議題可以提出正、反討論的觀點,2013-06-27T02:42:26Z,2013-11-07T07:47:19Z,2013-06-28T08:29:16Z,3471,1,1,JavaScript,0,0,1
realprice,"House and land price visualization",2013-07-03T18:22:58Z,2013-10-26T07:42:43Z,2013-07-04T16:17:44Z,1003,2,2,Ruby,0,0,1
tisa-map,"trade in service agreement map.",2013-07-11T13:54:48Z,2020-06-02T16:08:51Z,2020-06-02T16:08:48Z,9818,11,11,JavaScript,10,10,33
callnow,"callnow webpage original files and folders.",2013-07-12T02:27:58Z,2013-11-07T07:45:26Z,2013-07-15T08:45:47Z,188,0,0,JavaScript,0,0,0
twangry,"政誌 - Angry event made in Taiwan.",2013-07-13T16:47:04Z,2020-11-17T04:28:22Z,2022-04-29T15:21:26Z,5732,52,52,JavaScript,24,24,28
kuansim_chrome,"google chrome extension for kuansim",2013-07-18T12:38:49Z,2020-06-02T16:08:59Z,2020-06-02T16:08:56Z,8,2,2,JavaScript,2,2,0
style-guide,"G0V style guilde",2013-07-20T15:54:07Z,2020-04-28T17:23:57Z,2018-07-08T17:34:08Z,4753,14,14,HTML,6,6,5
kuansim-backend,"kuansim - backend",2013-07-22T15:31:52Z,2014-08-28T17:50:35Z,2014-01-21T15:29:39Z,459,5,5,LiveScript,5,5,0
TW-history,"Taiwan 的重要事件做記錄",2013-07-23T03:18:30Z,2013-11-07T07:44:24Z,2013-07-27T09:28:18Z,116,1,1,,0,0,1
kuansim-frontend,鄉民關心你,2013-07-30T09:11:53Z,2018-04-02T05:57:58Z,2015-01-31T15:27:26Z,3502,6,6,CSS,3,3,0
api.ly,"api.ly.g0v.tw - ly api endpoint",2013-07-30T18:11:52Z,2017-11-28T05:48:02Z,2017-11-25T02:19:10Z,1447,14,14,LiveScript,8,8,35
kakunoko,格納庫，用來放些拆房子的利器,2013-08-05T13:12:33Z,2014-05-06T08:43:56Z,2013-08-12T06:04:10Z,356,1,1,Java,0,0,8
g0village,新手村計畫,2013-08-06T14:17:24Z,2017-03-20T23:26:23Z,2013-08-09T04:13:51Z,1288,4,4,JavaScript,1,1,2
don-republic,動民主,2013-08-08T09:56:50Z,2014-07-02T18:54:42Z,2014-07-13T16:04:04Z,7031,6,6,CSS,3,3,5
readme,"Quick markdown wrapper for project needs convert md to html.",2013-08-08T17:23:22Z,2013-11-07T07:36:45Z,2013-08-12T07:15:22Z,58,0,0,,0,0,0
g0village-8bit,"g0v 新手村計劃 8bit",2013-08-09T04:03:34Z,2022-04-10T09:24:03Z,2019-10-05T08:30:34Z,23648,40,40,JavaScript,29,29,10
laweasyread-front,"an extension for browsers to view Taiwan's law articles/websites easier",2013-08-09T12:27:44Z,2022-07-28T12:11:56Z,2022-09-27T04:36:47Z,8420,16,16,JavaScript,5,5,13
kuansim-devops,"鄉民關心你的行政事務, 論壇維護及新手文件整理",2013-08-10T04:12:51Z,2013-11-07T07:32:28Z,2013-08-23T09:09:58Z,136,1,1,Python,0,0,0
TWControlYuanData,砍台灣監察院資料,2013-08-10T06:16:05Z,2021-02-01T06:07:18Z,2013-08-19T06:00:05Z,1341,7,7,Python,3,3,0
newshelper-extension,協助您判別含有誤導資訊的新聞,2013-08-10T07:34:27Z,2022-02-12T18:30:04Z,2019-02-16T06:50:19Z,312,105,105,JavaScript,34,34,25
hanconvert,"han convert proxy",2013-08-10T07:38:31Z,2014-09-09T13:17:40Z,2015-07-19T13:15:41Z,120,1,1,Perl,1,1,0
aec-process,"The data-process programs for aec data.",2013-08-10T20:33:22Z,2014-09-09T13:17:46Z,2013-08-11T08:40:23Z,128,0,0,Perl,0,0,0
i64885,"A request tracking and notification system for legal aid.  Helping political victims in emergency situation.  ",2013-08-11T12:32:55Z,2015-11-21T04:31:45Z,2013-10-20T02:35:57Z,3722,3,3,,3,3,3
magic-mirror,"定時 mirror *.gov.tw 上有時效性的資料到 git repository.",2013-08-11T18:13:26Z,2021-08-03T22:18:09Z,2021-08-03T22:18:05Z,114,10,10,Perl,4,4,2
ircstat,"irc activity collection and visualization",2013-08-12T13:40:35Z,2013-12-22T05:59:02Z,2013-12-22T05:59:01Z,2576,1,1,JavaScript,0,0,4
newshelper-backend,"新聞小幫手網站及 API server",2013-08-13T00:43:49Z,2019-10-01T19:53:05Z,2017-12-24T06:42:44Z,2890,26,26,HTML,15,15,12
petneed.me,"Animal Adoption Platform by Django",2013-08-14T05:19:14Z,2020-06-02T16:09:16Z,2020-06-02T16:09:11Z,29868,2,2,CSS,2,2,0
typo-resolver,"a Google Chrome extension",2013-08-20T01:02:32Z,2017-11-25T06:54:57Z,2015-06-28T09:21:38Z,433,4,4,JavaScript,7,7,8
abroadplay,公務員出國考察追蹤網,2013-08-21T03:35:44Z,2018-08-20T01:44:53Z,2016-10-15T07:55:38Z,65154,11,11,PHP,7,7,0
urlshot,"URL Rasterization as a service",2013-08-28T20:22:20Z,2013-11-03T16:00:21Z,2013-11-03T16:00:15Z,112,1,1,Perl,0,0,1
president-process,"The data-process programs for 總統府相關資料",2013-08-30T03:24:38Z,2014-01-03T17:04:31Z,2013-09-04T09:15:26Z,128,0,0,Python,1,1,1
newsplanet,,2013-08-30T16:07:09Z,2013-11-07T07:28:20Z,2013-08-31T16:45:58Z,113,0,0,,1,1,0
twly-voter-guide,立委投票指南,2013-09-05T15:08:42Z,2021-11-24T03:02:32Z,2018-08-21T15:39:01Z,426319,65,65,HTML,27,27,14
pdf-text-cutter,"從 pdf 中切字出來的工具",2013-09-12T06:59:39Z,2019-09-25T09:53:06Z,2016-01-10T17:02:10Z,50,11,11,Perl,1,1,1
listening-data,爬出各縣市政府的福利資料,2013-09-16T13:32:54Z,2018-04-02T06:39:41Z,2014-09-16T02:40:41Z,148,2,2,Ruby,2,2,23
moedict-dodo,萌典啄木鳥,2013-09-28T13:22:01Z,2017-09-03T23:10:57Z,2014-06-25T17:51:13Z,2792,5,5,Perl,3,3,0
Airesis,"The most advanced and innovative edemocracy web application",2013-10-03T12:47:49Z,2019-09-18T17:19:11Z,2013-11-18T02:26:59Z,13894,1,1,JavaScript,0,0,1
grabejs,"customize phantomjs for take snapshot / html shot of website.",2013-10-11T14:26:30Z,2014-10-10T17:30:26Z,2015-07-28T18:35:36Z,172,0,0,JavaScript,1,1,0
moc,"g0v Ministry of Culture",2013-10-13T13:28:37Z,2013-11-26T18:57:52Z,2013-10-13T13:31:51Z,112,0,0,,0,0,0
moedict-data-csld,中華大辭典,2013-10-16T10:07:37Z,2022-09-18T17:04:00Z,2018-01-16T16:11:42Z,220111,91,91,Perl,22,22,2
moc-license-center,,2013-10-16T19:16:36Z,2020-05-04T14:25:55Z,2020-05-04T14:25:49Z,137807,1,1,JavaScript,4,4,1
kuansim-rails,"Rails backend for the kuansim project",2013-10-20T01:04:36Z,2014-11-02T05:22:29Z,2013-12-10T14:36:22Z,3204,1,1,CSS,0,0,1
e04,"g0v 人力資源部",2013-10-20T05:08:41Z,2015-01-31T18:19:25Z,2013-10-20T05:29:16Z,108,2,2,,0,0,0
openingparliament,,2013-10-24T16:28:28Z,2013-11-20T15:42:07Z,2013-11-20T15:42:04Z,2199,0,0,CSS,0,0,0
semantic-ui-experiment,,2013-10-26T12:52:02Z,2014-01-28T20:34:19Z,2014-01-28T20:34:18Z,1560,0,0,CSS,0,0,0
ivod.ly.g0v.tw,,2013-11-02T03:20:05Z,2016-06-12T06:19:25Z,2016-06-12T06:19:24Z,4279,8,8,CSS,4,4,3
3du.tw,"3du.tw Landing Page",2013-11-16T18:32:18Z,2014-01-08T02:39:14Z,2013-11-16T18:36:13Z,104,1,1,,0,0,0
twly_crawler,"Crawl Taiwan Congress Data by Scrapy",2013-11-19T07:30:05Z,2021-01-08T16:11:09Z,2020-05-04T14:30:22Z,270572,23,23,Python,15,15,5
mapView,"using map to render data and make social activities",2013-11-22T00:48:02Z,2016-02-22T17:06:23Z,2014-01-14T09:28:58Z,1166,1,1,JavaScript,1,1,0
moer.g0v.tw,"Visualizations for opendata.epa.gov.tw data",2013-12-02T17:50:53Z,2014-11-27T05:32:26Z,2013-12-12T10:55:05Z,376,3,3,CSS,0,0,1
ly-tel,立委聯絡資訊,2013-12-05T00:13:21Z,2020-02-29T16:29:59Z,2020-02-29T16:29:57Z,3493,8,8,JavaScript,20,20,2
bill-nicknames,"Table of popular nicknames and keywords for bills",2013-12-05T08:44:50Z,2014-01-13T06:35:31Z,2013-12-05T10:40:00Z,120,1,1,,0,0,0
twbot-data,"BOT/BTO/RO/OT/BOO/Other cases data retrieved from http://http://ppp.pcc.gov.tw/",2013-12-09T03:00:24Z,2014-01-21T09:15:56Z,2014-01-21T09:15:56Z,760,0,0,JavaScript,1,1,2
nsc-projects,"national science council projecti budget for every single institute since 1989",2013-12-13T05:16:16Z,2013-12-17T16:29:14Z,2013-12-17T16:29:14Z,13424,1,1,Shell,1,1,0
BadDriver.tw,"baddriver.tw front-end layout",2013-12-18T16:01:01Z,2014-02-18T15:03:49Z,2014-02-18T15:03:49Z,8660,0,0,JavaScript,0,0,12
epa-data,,2013-12-19T09:16:08Z,2013-12-29T15:07:20Z,2013-12-29T15:07:19Z,36528,0,0,LiveScript,0,0,3
BadDriverAPI,"BadDriver.tw Backend API server",2013-12-20T10:57:36Z,2014-01-01T15:16:03Z,2014-01-01T15:16:03Z,2056,0,0,JavaScript,0,0,2
g0vis,"Visualization of g0v ",2013-12-22T05:50:23Z,2017-08-23T13:03:11Z,2022-09-27T07:21:54Z,1977,4,4,JavaScript,2,2,0
posland,台灣地址、地號經緯度查詢,2013-12-22T20:41:20Z,2022-04-16T04:44:22Z,2016-05-06T14:03:44Z,353,26,26,LiveScript,6,6,4
url-normalizer.js,"Normalize URL",2013-12-25T03:17:21Z,2017-09-22T14:42:51Z,2017-11-21T17:34:04Z,24,2,2,JavaScript,2,2,1
tibet,圖博資訊站,2013-12-25T09:38:10Z,2014-05-09T07:59:55Z,2014-03-04T09:54:04Z,2917,1,1,JavaScript,3,3,9
meta.g0v.tw,"g0v相關專案的meta data匯集",2013-12-30T12:53:05Z,2013-12-30T21:51:46Z,2013-12-30T16:23:45Z,476,1,1,Ruby,0,0,0
g0v.asia,"g0v.asia landing page",2014-01-10T16:41:06Z,2021-02-26T18:18:31Z,2021-01-18T10:20:32Z,70223,7,7,HTML,11,11,2
congress-vote-analytics-beta,"rebuilt by codeigniter",2014-01-16T04:10:57Z,2014-01-16T04:43:58Z,2014-01-16T04:43:56Z,2392,0,0,PHP,0,0,0
farmers,"a mobile app for all kind farmers",2014-01-18T13:38:21Z,2020-06-23T11:24:46Z,2014-01-18T17:50:33Z,1408,2,2,JavaScript,5,5,0
ipad-air-case-selector,"how to choose an appropriate case for your ipad air?",2014-01-19T05:58:21Z,2014-01-19T05:58:22Z,2014-01-19T05:58:22Z,0,0,0,,0,0,0
CommuniqueAPI,"g0v Communique API",2014-01-20T16:39:42Z,2014-12-25T16:13:39Z,2014-12-25T16:13:38Z,522,1,1,JavaScript,1,1,10
thedaywefightback,thedaywefightback.g0v.tw,2014-01-28T13:14:51Z,2014-01-28T18:02:48Z,2014-01-28T18:02:48Z,66472,0,0,CSS,0,0,0
angular-laweasyread,"angular directive of laweasyread",2014-02-07T02:07:47Z,2014-02-25T13:16:33Z,2014-02-25T13:16:32Z,644,0,0,JavaScript,0,0,0
env.g0v.tw,"Taiwan Environment Dashboard",2014-02-07T09:24:05Z,2020-05-21T06:10:13Z,2022-02-13T10:45:54Z,919,14,14,LiveScript,15,15,26
g0v-tour-guide,"a guide to g0v",2014-02-10T07:16:36Z,2021-07-21T10:40:23Z,2014-10-10T05:14:01Z,43979,1,1,JavaScript,1,1,0
aqx-graphite,"A processor that sends AQX measures to graphite",2014-02-10T11:53:41Z,2016-09-18T07:22:24Z,2016-09-18T07:22:23Z,1283,0,0,Perl,1,1,0
generator-g0v-webapp,"Yeoman Generator for generating g0v common webapp",2014-02-12T14:42:35Z,2014-02-13T07:54:53Z,2014-02-12T14:43:34Z,108,1,1,JavaScript,0,0,0
don-press,"動民主 app 之全民記者會",2014-02-12T17:00:10Z,2014-03-06T07:31:45Z,2014-03-06T07:31:44Z,2923,1,1,JavaScript,0,0,4
g0vTxT,"Visualize g0v hackpad's information.",2014-02-20T12:19:19Z,2015-12-05T05:43:41Z,2014-11-23T17:06:47Z,1760,6,6,JavaScript,2,2,4
nuclear-data,核電翻譯機,2014-02-22T04:06:06Z,2016-11-02T02:12:09Z,2014-02-26T14:50:01Z,438,2,2,LiveScript,1,1,1
askkk,"wethepeople.tw codebase",2014-02-22T05:21:16Z,2016-10-25T12:04:40Z,2016-10-21T02:21:22Z,6056,13,13,JavaScript,4,4,8
0media,"news media with core idea ""visualization"", ""civilization"", ""democracy"" and ""open license""",2014-02-22T06:34:34Z,2014-06-25T01:54:09Z,2014-07-07T14:18:34Z,154676,0,0,JavaScript,0,0,0
api.addressbook,"Taiwan government open contact server backend",2014-03-04T02:13:53Z,2014-06-24T18:36:10Z,2014-04-29T08:22:00Z,3168,1,1,Ruby,0,0,2
archive-summit.g0v.tw,"g0v summit 2016 website archive",2014-03-04T05:38:04Z,2020-10-17T05:45:36Z,2020-10-16T18:48:14Z,56656,16,16,JavaScript,22,22,6
CMDXMoldTesting,電腦試模小程式_windows,2014-03-05T10:05:19Z,2017-12-27T07:10:16Z,2014-03-05T08:57:52Z,541,0,0,C++,0,0,0
addressbook-data-converter,"addressbook data converter - convert Taiwan government open contact data in popolized format",2014-03-07T03:06:41Z,2015-05-25T15:40:12Z,2015-05-25T17:17:07Z,20991,2,2,PLSQL,3,3,17
b0t-hubot,"g0v irc robot by hubot (http://hubot.github.com/)",2014-03-07T17:24:11Z,2014-04-18T17:24:05Z,2014-04-18T17:24:04Z,371,3,3,Shell,4,4,4
tainan-map,"OpenStreetMap with Tainan old maps.",2014-03-09T17:00:11Z,2014-03-09T17:03:17Z,2014-03-09T12:53:32Z,76,0,0,JavaScript,0,0,2
g0villa,"tabzilla for g0v sites",2014-03-12T20:05:13Z,2014-03-31T05:37:44Z,2014-03-31T05:37:47Z,208,0,0,JavaScript,0,0,0
g0v.today,,2014-03-13T08:59:09Z,2014-04-02T12:31:00Z,2014-03-15T23:35:40Z,1588,2,2,JavaScript,1,1,1
ivod-download-client,"ivod download client",2014-03-18T00:32:07Z,2014-10-15T11:32:35Z,2016-09-04T02:38:21Z,178,1,1,PHP,1,1,0
conference-map-main,"零時廣場 - 動態地圖、議程",2014-03-22T03:54:24Z,2020-11-02T16:56:56Z,2020-11-02T16:57:09Z,1749,0,0,CSS,1,1,4
conference-map-message-server,"socket.io server for conference-map (我的活動地圖)",2014-03-22T03:54:49Z,2014-03-22T03:54:49Z,2014-03-21T10:02:09Z,70,0,0,LiveScript,0,0,0
padnews,,2014-03-22T07:36:39Z,2018-03-03T05:16:11Z,2018-03-03T05:00:02Z,22,1,1,LiveScript,1,1,0
padnews-cli,"cli client for padnews",2014-03-22T07:41:11Z,2014-03-29T04:10:57Z,2014-03-29T04:10:57Z,148,0,0,LiveScript,0,0,0
padnews-web,"A web client for padnews.",2014-03-23T04:31:35Z,2018-03-03T05:14:06Z,2018-03-03T05:12:19Z,46,2,2,CSS,3,3,0
tv4mobile,,2014-03-23T08:25:31Z,2014-03-23T22:28:31Z,2014-03-23T22:28:31Z,8908,0,0,JavaScript,0,0,0
tweet-html-diff,"Generic website updates notifier",2014-03-24T22:33:43Z,2020-07-09T01:08:52Z,2020-05-15T07:45:59Z,49,3,3,Perl,1,1,0
we-are-g0v,"facebook cover generator",2014-03-25T07:58:12Z,2021-07-30T19:47:38Z,2014-03-26T06:13:18Z,2070,3,3,JavaScript,2,2,5
restore,"auto backup tool",2014-03-26T08:40:40Z,2014-03-26T11:28:13Z,2014-03-26T11:28:13Z,160,0,0,Python,0,0,0
reporter,公民記者證列印,2014-03-26T21:34:54Z,2021-01-18T07:17:22Z,2021-01-18T07:17:25Z,965,3,3,HTML,5,5,0
LetsFuMouAPI,"The FuMou Public Hearing's Data API",2014-03-28T03:32:55Z,2014-04-06T17:51:08Z,2014-04-06T17:51:08Z,1288,1,1,JavaScript,0,0,0
agriculture,"農域入口網站 Prototype",2014-03-29T07:40:52Z,2020-10-19T04:36:30Z,2016-12-17T02:28:33Z,10386,4,4,JavaScript,12,12,14
g0v.io,"Captive Portal for people inside and around the occupied area in Taiwan",2014-04-02T12:47:13Z,2015-08-01T16:36:33Z,2014-04-08T19:22:39Z,276,4,4,CSS,2,2,0
councilor-voter-guide,"縣市長 / 議員 投票指南",2014-04-03T14:19:10Z,2022-03-14T12:13:32Z,2018-11-28T14:51:15Z,1843972,102,102,HTML,49,49,39
addressbook-frontend,"Taiwan government open contact server frontend",2014-04-04T05:35:57Z,2017-07-11T03:02:50Z,2015-01-24T09:19:57Z,392,2,2,JavaScript,2,2,1
sunflower,"島嶼天光學潮實紀錄 Source Code.",2014-04-04T19:32:13Z,2016-10-15T15:15:58Z,2016-10-15T15:15:57Z,198,0,0,HTML,5,5,2
farmer,農業相關資訊工具,2014-04-09T01:51:40Z,2014-10-30T22:01:42Z,2014-10-30T22:01:42Z,14440,1,1,JavaScript,0,0,0
sticker-story,"To record the stories of sticks on the back of a laptop.",2014-04-11T06:29:58Z,2014-04-13T14:44:23Z,2014-04-13T14:44:23Z,4917,1,1,,1,1,0
SunflowerDocumentaryAPI,"The Sunflower Documentary Data API",2014-04-15T15:08:28Z,2014-08-02T08:22:31Z,2014-08-02T08:46:54Z,332,0,0,JavaScript,0,0,5
addressbook-iOS,"政府公開通訊錄 iOS 版",2014-04-16T15:29:16Z,2019-11-27T10:43:21Z,2014-11-07T18:22:52Z,773,8,8,Objective-C,5,5,2
